Solar Orbiter data in 2022
fractional_year,O7_O6_ratio,C6_C4_ratio,C6_C5_ratio,Fe_O_ratio,O_ave_charge,velocity,density
2022.049315714517,0.08986511081457138,2.458389520645142,0.4442648887634277,0.1502127200365067,6.074951171875000,494.797,2.82344
2022.049334740233,0.08315760642290115,2.841863870620728,0.4104220271110535,0.1608668714761734,6.072842121124268,489.727,2.96590
2022.049353765950,0.09846922755241394,2.527931690216064,0.3284930586814880,0.1322573125362396,6.086164951324463,491.465,2.65348
2022.049372791667,0.07098404318094254,2.794870615005493,0.3566653132438660,0.1358815133571625,6.060819625854492,490.259,2.89073
2022.049391817383,0.07803588360548019,1.416381120681763,0.3293673098087311,0.1547013968229294,6.068971633911133,493.497,2.96546
2022.049410843100,0.09336262196302414,1.772223591804504,0.2912764549255371,0.1569334715604782,6.073153495788574,495.140,2.88917
2022.049429868817,0.06570272892713547,2.699774503707886,0.3682939410209656,0.1323678195476532,6.058468818664551,492.394,2.91015
2022.049448894533,0.08156224340200424,3.120644092559814,0.4438820779323578,0.1130471751093864,6.077913284301758,499.747,2.90531
2022.049467920250,0.09394783526659012,2.013493776321411,0.4154140055179596,0.1205290108919144,6.071091175079346,497.249,2.87448
2022.049486945966,0.08090721815824509,2.053954362869263,0.3517435491085052,0.1192780286073685,6.077348232269287,489.417,2.80794
2022.049505971651,0.1236158236861229,1.750239014625549,0.3466545045375824,0.1264996081590652,6.094513416290283,492.007,2.73748
2022.049524997336,0.08069460093975067,2.518404006958008,0.4490832388401031,0.1552954465150833,6.078594207763672,495.874,2.79878
2022.049544023053,0.09078939259052277,4.347499370574951,0.4340246617794037,0.1547046154737473,6.094184398651123,508.423,2.82707
2022.049563048770,0.06091639026999474,2.309837818145752,0.4024741053581238,0.1565546095371246,6.071577072143555,507.629,2.82830
2022.049582074486,0.05537127330899239,1.883013248443604,0.3806781768798828,0.1503563225269318,6.044230461120605,500.435,2.89758
2022.049601100171,0.07239849865436554,3.085833787918091,0.4055155813694000,0.1687649190425873,6.074260234832764,493.313,2.82303
2022.049620125888,0.08433411270380020,1.657618761062622,0.2883121073246002,0.1508781611919403,6.080642700195313,488.750,2.75461
2022.049639151604,0.09501690417528152,2.416676521301270,0.3338138163089752,0.1890407502651215,6.080146312713623,494.698,2.74217
2022.049658177321,0.07825934141874313,2.464032411575317,0.4645496010780334,0.1395842730998993,6.074754238128662,501.109,2.99452
2022.049677203038,0.09814931452274323,2.329727172851563,0.3636370897293091,0.1190247088670731,6.095479488372803,499.126,3.06631
2022.049696228754,0.07764969021081924,2.207135677337646,0.3268433511257172,0.1812774091959000,6.067872047424316,498.610,3.04868
2022.049715254471,0.03783062100410461,1.369006395339966,0.3394415974617004,0.1654409915208817,6.052855491638184,485.891,2.99764
2022.049734280188,0.06926164031028748,2.521775960922241,0.4744001030921936,0.1627739965915680,6.085067749023438,470.530,2.77323
2022.049753305904,0.07710780948400497,1.681444406509399,0.4231405258178711,0.1586742699146271,6.046744346618652,470.653,2.98940
2022.049772331621,0.07972957193851471,2.032787799835205,0.2597389519214630,0.1361630111932755,6.098326206207275,473.578,3.09807
2022.049791357338,0.06850159168243408,2.393855094909668,0.4676787555217743,0.1488538533449173,6.057023525238037,477.144,3.06032
2022.049810383054,0.08183729648590088,2.353762149810791,0.4267847836017609,0.1207860261201859,6.049388408660889,478.791,3.43314
2022.049834201547,0.07745803892612457,2.456564664840698,0.4385745227336884,0.1360587626695633,6.054617881774902,475.842,3.58539
2022.049853227454,0.05556636676192284,2.500367641448975,0.3853453993797302,0.1335476785898209,6.046442031860352,478.370,3.39670
2022.049872253171,0.03652121499180794,1.734282135963440,0.4477846026420593,0.1660611927509308,6.030007839202881,477.418,3.46676
2022.049891278856,0.05367032811045647,1.430687308311462,0.4003877341747284,0.1781442761421204,6.039618492126465,480.187,3.36292
2022.049910304572,0.08419444411993027,1.836648344993591,0.5771263241767883,0.1681396663188934,6.053103923797607,478.650,3.24047
2022.049929330289,0.06734908372163773,2.063090085983276,0.2771421968936920,0.1594673395156860,6.087732791900635,477.558,2.85250
2022.049948356006,0.06717464327812195,1.693437933921814,0.3633469045162201,0.1466664969921112,6.060877799987793,467.185,3.16934
2022.049967381723,0.05886675417423248,2.943213939666748,0.4080149531364441,0.1423276364803314,6.038074016571045,469.034,3.60512
2022.049986407439,0.06793306022882462,2.144050598144531,0.3855865895748138,0.1250806003808975,6.054092407226563,468.615,3.37400
